dataset,attacker_fraction_requested,attacker_fraction_effective,method,metric,mean,std,n,ci95_low,ci95_high
car_evaluation,0.50,0.533,M5,kendall,0.960000,0.000000,30,0.960000,0.960000
car_evaluation,0.50,0.533,M5,top1_acc,0.000000,0.000000,30,0.000000,0.000000
car_evaluation,0.50,0.533,M5,target_rank_error,299.000000,0.000000,30,299.000000,299.000000
car_evaluation,0.50,0.533,M6,spearman,0.978000,0.000000,30,0.978000,0.978000
car_evaluation,0.50,0.533,M6,kendall,0.955000,0.000000,30,0.955000,0.955000
car_evaluation,0.50,0.533,M6,top1_acc,0.000000,0.000000,30,0.000000,0.000000
car_evaluation,0.50,0.533,M6,target_rank_error,299.000000,0.000000,30,299.000000,299.000000
car_evaluation,0.50,0.533,M7,spearman,0.999000,0.000000,30,0.999000,0.999000
car_evaluation,0.50,0.533,M7,kendall,0.974000,0.000000,30,0.974000,0.974000
car_evaluation,0.50,0.533,M7,top1_acc,1.000000,0.000000,30,1.000000,1.000000
car_evaluation,0.50,0.533,M7,target_rank_error,0.000000,0.000000,30,0.000000,0.000000
car_evaluation,0.60,0.600,M1,spearman,0.978000,,1,0.978000,0.978000
car_evaluation,0.60,0.600,M1,kendall,0.953000,,1,0.953000,0.953000
car_evaluation,0.60,0.600,M1,top1_acc,0.000000,,1,0.000000,0.000000
car_evaluation,0.60,0.600,M1,target_rank_error,299.000000,,1,299.000000,299.000000
car_evaluation,0.60,0.600,M2,spearman,0.980000,0.000000,30,0.980000,0.980000
car_evaluation,0.60,0.600,M2,kendall,0.959000,0.000000,30,0.959000,0.959000
car_evaluation,0.60,0.600,M2,top1_acc,1.000000,0.000000,30,1.000000,1.000000
car_evaluation,0.60,0.600,M2,target_rank_error,292.967000,2.415000,30,292.065325,293.868675
car_evaluation,0.60,0.600,M3,spearman,-0.540000,,1,-0.540000,-0.540000
car_evaluation,0.60,0.600,M3,kendall,-0.378000,,1,-0.378000,-0.378000
car_evaluation,0.60,0.600,M3,top1_acc,0.000000,,1,0.000000,0.000000
car_evaluation,0.60,0.600,M3,target_rank_error,299.000000,,1,299.000000,299.000000
car_evaluation,0.60,0.600,M4,spearman,0.825000,0.455000,30,0.655119,0.994881
car_evaluation,0.60,0.600,M4,kendall,0.809000,0.396000,30,0.661148,0.956852
car_evaluation,0.60,0.600,M4,top1_acc,0.000000,0.000000,30,0.000000,0.000000
car_evaluation,0.60,0.600,M4,target_rank_error,299.000000,0.000000,30,299.000000,299.000000
car_evaluation,0.60,0.600,M5,spearman,0.979000,0.000000,30,0.979000,0.979000
car_evaluation,0.60,0.600,M5,kendall,0.959000,0.000000,30,0.959000,0.959000
car_evaluation,0.60,0.600,M5,top1_acc,0.000000,0.000000,30,0.000000,0.000000
car_evaluation,0.60,0.600,M5,target_rank_error,299.000000,0.000000,30,299.000000,299.000000
car_evaluation,0.60,0.600,M6,spearman,0.978000,0.000000,30,0.978000,0.978000
car_evaluation,0.60,0.600,M6,kendall,0.952000,0.000000,30,0.952000,0.952000
car_evaluation,0.60,0.600,M6,top1_acc,0.000000,0.000000,30,0.000000,0.000000
car_evaluation,0.60,0.600,M6,target_rank_error,299.000000,0.000000,30,299.000000,299.000000
car_evaluation,0.60,0.600,M7,spearman,0.999000,0.000000,30,0.999000,0.999000
car_evaluation,0.60,0.600,M7,kendall,0.973000,0.000000,30,0.973000,0.973000
car_evaluation,0.60,0.600,M7,top1_acc,1.000000,0.000000,30,1.000000,1.000000
car_evaluation,0.60,0.600,M7,target_rank_error,0.000000,0.000000,30,0.000000,0.000000
healthcare_resource_allocation,0.10,0.133,M1,spearman,0.980000,,1,0.980000,0.980000
healthcare_resource_allocation,0.10,0.133,M1,kendall,0.974000,,1,0.974000,0.974000
healthcare_resource_allocation,0.10,0.133,M1,top1_acc,1.000000,,1,1.000000,1.000000
healthcare_resource_allocation,0.10,0.133,M1,target_rank_error,297.000000,,1,297.000000,297.000000
healthcare_resource_allocation,0.10,0.133,M2,spearman,0.996000,0.000000,30,0.996000,0.996000
healthcare_resource_allocation,0.10,0.133,M2,kendall,0.982000,0.000000,30,0.982000,0.982000
healthcare_resource_allocation,0.10,0.133,M2,top1_acc,1.000000,0.000000,30,1.000000,1.000000
healthcare_resource_allocation,0.10,0.133,M2,target_rank_error,134.033000,5.642000,30,131.926479,136.139521
healthcare_resource_allocation,0.10,0.133,M3,spearman,1.000000,,1,1.000000,1.000000
healthcare_resource_allocation,0.10,0.133,M3,kendall,0.995000,,1,0.995000,0.995000
healthcare_resource_allocation,0.10,0.133,M3,top1_acc,1.000000,,1,1.000000,1.000000
healthcare_resource_allocation,0.10,0.133,M3,target_rank_error,0.000000,,1,0.000000,0.000000
healthcare_resource_allocation,0.10,0.133,M4,spearman,1.000000,0.000000,30,1.000000,1.000000
healthcare_resource_allocation,0.10,0.133,M4,kendall,0.988000,0.000000,30,0.988000,0.988000
healthcare_resource_allocation,0.10,0.133,M4,top1_acc,1.000000,0.000000,30,1.000000,1.000000
healthcare_resource_allocation,0.10,0.133,M4,target_rank_error,0.000000,0.000000,30,0.000000,0.000000
healthcare_resource_allocation,0.10,0.133,M5,spearman,0.996000,0.000000,30,0.996000,0.996000
healthcare_resource_allocation,0.10,0.133,M5,kendall,0.982000,0.000000,30,0.982000,0.982000
healthcare_resource_allocation,0.10,0.133,M5,top1_acc,1.000000,0.000000,30,1.000000,1.000000
healthcare_resource_allocation,0.10,0.133,M5,target_rank_error,134.033000,0.180000,30,133.965794,134.100206
healthcare_resource_allocation,0.10,0.133,M6,spearman,1.000000,0.000000,30,1.000000,1.000000
healthcare_resource_allocation,0.10,0.133,M6,kendall,0.988000,0.000000,30,0.988000,0.988000
healthcare_resource_allocation,0.10,0.133,M6,top1_acc,1.000000,0.000000,30,1.000000,1.000000
healthcare_resource_allocation,0.10,0.133,M6,target_rank_error,0.000000,0.000000,30,0.000000,0.000000
healthcare_resource_allocation,0.10,0.133,M7,spearman,1.000000,0.000000,30,1.000000,1.000000
healthcare_resource_allocation,0.10,0.133,M7,kendall,0.988000,0.000000,30,0.988000,0.988000
healthcare_resource_allocation,0.10,0.133,M7,top1_acc,1.000000,0.000000,30,1.000000,1.000000
healthcare_resource_allocation,0.10,0.133,M7,target_rank_error,0.000000,0.000000,30,0.000000,0.000000
healthcare_resource_allocation,0.20,0.200,M1,spearman,0.980000,,1,0.980000,0.980000
healthcare_resource_allocation,0.20,0.200,M1,kendall,0.972000,,1,0.972000,0.972000
healthcare_resource_allocation,0.20,0.200,M1,top1_acc,0.000000,,1,0.000000,0.000000
healthcare_resource_allocation,0.20,0.200,M1,target_rank_error,299.000000,,1,299.000000,299.000000
healthcare_resource_allocation,0.20,0.200,M2,spearman,0.991000,0.001000,30,0.990627,0.991373
healthcare_resource_allocation,0.20,0.200,M2,kendall,0.977000,0.000000,30,0.977000,0.977000
healthcare_resource_allocation,0.20,0.200,M2,top1_acc,1.000000,0.000000,30,1.000000,1.000000
healthcare_resource_allocation,0.20,0.200,M2,target_rank_error,200.667000,6.680000,30,198.172927,203.161073
healthcare_resource_allocation,0.20,0.200,M3,spearman,1.000000,,1,1.000000,1.000000
healthcare_resource_allocation,0.20,0.200,M3,kendall,0.993000,,1,0.993000,0.993000
healthcare_resource_allocation,0.20,0.200,M3,top1_acc,1.000000,,1,1.000000,1.000000
healthcare_resource_allocation,0.20,0.200,M3,target_rank_error,0.000000,,1,0.000000,0.000000
healthcare_resource_allocation,0.20,0.200,M4,spearman,1.000000,0.000000,30,1.000000,1.000000
healthcare_resource_allocation,0.20,0.200,M4,kendall,0.987000,0.000000,30,0.987000,0.987000
healthcare_resource_allocation,0.20,0.200,M4,top1_acc,1.000000,0.000000,30,1.000000,1.000000
healthcare_resource_allocation,0.20,0.200,M4,target_rank_error,0.000000,0.000000,30,0.000000,0.000000
healthcare_resource_allocation,0.20,0.200,M5,spearman,0.987000,0.000000,30,0.987000,0.987000
healthcare_resource_allocation,0.20,0.200,M5,kendall,0.976000,0.000000,30,0.976000,0.976000
healthcare_resource_allocation,0.20,0.200,M5,top1_acc,1.000000,0.000000,30,1.000000,1.000000
healthcare_resource_allocation,0.20,0.200,M5,target_rank_error,238.467000,0.499000,30,238.280691,238.653309
healthcare_resource_allocation,0.20,0.200,M6,spearman,1.000000,0.000000,30,1.000000,1.000000
healthcare_resource_allocation,0.20,0.200,M6,kendall,0.987000,0.000000,30,0.987000,0.987000
healthcare_resource_allocation,0.20,0.200,M6,top1_acc,1.000000,0.000000,30,1.000000,1.000000
healthcare_resource_allocation,0.20,0.200,M6,target_rank_error,0.000000,0.000000,30,0.000000,0.000000
healthcare_resource_allocation,0.20,0.200,M7,spearman,1.000000,0.000000,30,1.000000,1.000000
healthcare_resource_allocation,0.20,0.200,M7,kendall,0.986000,0.000000,30,0.986000,0.986000
healthcare_resource_allocation,0.20,0.200,M7,top1_acc,0.967000,0.180000,30,0.899794,1.034206
healthcare_resource_allocation,0.20,0.200,M7,target_rank_error,0.000000,0.000000,30,0.000000,0.000000
healthcare_resource_allocation,0.30,0.267,M1,spearman,0.980000,,1,0.980000,0.980000
healthcare_resource_allocation,0.30,0.267,M1,kendall,0.970000,,1,0.970000,0.970000
healthcare_resource_allocation,0.30,0.267,M1,top1_acc,0.000000,,1,0.000000,0.000000
healthcare_resource_allocation,0.30,0.267,M1,target_rank_error,299.000000,,1,299.000000,299.000000
healthcare_resource_allocation,0.30,0.267,M2,spearman,0.986000,0.000000,30,0.986000,0.986000
healthcare_resource_allocation,0.30,0.267,M2,kendall,0.974000,0.000000,30,0.974000,0.974000
healthcare_resource_allocation,0.30,0.267,M2,top1_acc,0.900000,0.300000,30,0.787991,1.012009
healthcare_resource_allocation,0.30,0.267,M2,target_rank_error,246.600000,4.521000,30,244.912020,248.287980
healthcare_resource_allocation,0.30,0.267,M3,spearman,1.000000,,1,1.000000,1.000000
healthcare_resource_allocation,0.30,0.267,M3,kendall,0.993000,,1,0.993000,0.993000
healthcare_resource_allocation,0.30,0.267,M3,top1_acc,1.000000,,1,1.000000,1.000000
healthcare_resource_allocation,0.30,0.267,M3,target_rank_error,0.000000,,1,0.000000,0.000000
healthcare_resource_allocation,0.30,0.267,M4,spearman,1.000000,0.000000,30,1.000000,1.000000
healthcare_resource_allocation,0.30,0.267,M4,kendall,0.986000,0.000000,30,0.986000,0.986000
healthcare_resource_allocation,0.30,0.267,M4,top1_acc,1.000000,0.000000,30,1.000000,1.000000
healthcare_resource_allocation,0.30,0.267,M4,target_rank_error,0.000000,0.000000,30,0.000000,0.000000
healthcare_resource_allocation,0.30,0.267,M5,spearman,0.982000,0.000000,30,0.982000,0.982000
healthcare_resource_allocation,0.30,0.267,M5,kendall,0.974000,0.000000,30,0.974000,0.974000
healthcare_resource_allocation,0.30,0.267,M5,top1_acc,0.967000,0.180000,30,0.899794,1.034206
healthcare_resource_allocation,0.30,0.267,M5,target_rank_error,284.000000,0.000000,30,284.000000,284.000000
healthcare_resource_allocation,0.30,0.267,M6,spearman,1.000000,0.000000,30,1.000000,1.000000
healthcare_resource_allocation,0.30,0.267,M6,kendall,0.986000,0.000000,30,0.986000,0.986000
healthcare_resource_allocation,0.30,0.267,M6,top1_acc,0.867000,0.340000,30,0.740056,0.993944
healthcare_resource_allocation,0.30,0.267,M6,target_rank_error,0.000000,0.000000,30,0.000000,0.000000
healthcare_resource_allocation,0.30,0.267,M7,spearman,1.000000,0.000000,30,1.000000,1.000000
healthcare_resource_allocation,0.30,0.267,M7,kendall,0.986000,0.000000,30,0.986000,0.986000
healthcare_resource_allocation,0.30,0.267,M7,top1_acc,0.000000,0.000000,30,0.000000,0.000000
healthcare_resource_allocation,0.30,0.267,M7,target_rank_error,0.000000,0.000000,30,0.000000,0.000000
healthcare_resource_allocation,0.40,0.400,M1,spearman,0.979000,,1,0.979000,0.979000
healthcare_resource_allocation,0.40,0.400,M1,kendall,0.966000,,1,0.966000,0.966000
healthcare_resource_allocation,0.40,0.400,M1,top1_acc,0.000000,,1,0.000000,0.000000
healthcare_resource_allocation,0.40,0.400,M1,target_rank_error,299.000000,,1,299.000000,299.000000
healthcare_resource_allocation,0.40,0.400,M2,spearman,0.981000,0.000000,30,0.981000,0.981000
healthcare_resource_allocation,0.40,0.400,M2,kendall,0.967000,0.001000,30,0.966627,0.967373
healthcare_resource_allocation,0.40,0.400,M2,top1_acc,1.000000,0.000000,30,1.000000,1.000000
healthcare_resource_allocation,0.40,0.400,M2,target_rank_error,289.333000,2.241000,30,288.496291,290.169709
healthcare_resource_allocation,0.40,0.400,M3,spearman,1.000000,,1,1.000000,1.000000
healthcare_resource_allocation,0.40,0.400,M3,kendall,0.989000,,1,0.989000,0.989000
healthcare_resource_allocation,0.40,0.400,M3,top1_acc,1.000000,,1,1.000000,1.000000
healthcare_resource_allocation,0.40,0.400,M3,target_rank_error,0.000000,,1,0.000000,0.000000
healthcare_resource_allocation,0.40,0.400,M4,spearman,0.999000,0.000000,30,0.999000,0.999000
healthcare_resource_allocation,0.40,0.400,M4,kendall,0.984000,0.000000,30,0.984000,0.984000
healthcare_resource_allocation,0.40,0.400,M4,top1_acc,1.000000,0.000000,30,1.000000,1.000000
healthcare_resource_allocation,0.40,0.400,M4,target_rank_error,0.000000,0.000000,30,0.000000,0.000000
healthcare_resource_allocation,0.40,0.400,M5,spearman,0.999000,0.000000,30,0.999000,0.999000
healthcare_resource_allocation,0.40,0.400,M5,kendall,0.982000,0.000000,30,0.982000,0.982000
healthcare_resource_allocation,0.40,0.400,M5,top1_acc,1.000000,0.000000,30,1.000000,1.000000
healthcare_resource_allocation,0.40,0.400,M5,target_rank_error,0.000000,0.000000,30,0.000000,0.000000
healthcare_resource_allocation,0.40,0.400,M6,spearman,0.999000,0.000000,30,0.999000,0.999000
healthcare_resource_allocation,0.40,0.400,M6,kendall,0.984000,0.000000,30,0.984000,0.984000
healthcare_resource_allocation,0.40,0.400,M6,top1_acc,1.000000,0.000000,30,1.000000,1.000000
healthcare_resource_allocation,0.40,0.400,M6,target_rank_error,0.000000,0.000000,30,0.000000,0.000000
healthcare_resource_allocation,0.40,0.400,M7,spearman,0.999000,0.000000,30,0.999000,0.999000
healthcare_resource_allocation,0.40,0.400,M7,kendall,0.983000,0.000000,30,0.983000,0.983000
healthcare_resource_allocation,0.40,0.400,M7,top1_acc,1.000000,0.000000,30,1.000000,1.000000
healthcare_resource_allocation,0.40,0.400,M7,target_rank_error,0.000000,0.000000,30,0.000000,0.000000
healthcare_resource_allocation,0.50,0.533,M1,spearman,0.979000,,1,0.979000,0.979000
healthcare_resource_allocation,0.50,0.533,M1,kendall,0.960000,,1,0.960000,0.960000
healthcare_resource_allocation,0.50,0.533,M1,top1_acc,0.000000,,1,0.000000,0.000000
healthcare_resource_allocation,0.50,0.533,M1,target_rank_error,299.000000,,1,299.000000,299.000000
healthcare_resource_allocation,0.50,0.533,M2,spearman,0.979000,0.000000,30,0.979000,0.979000
healthcare_resource_allocation,0.50,0.533,M2,kendall,0.960000,0.000000,30,0.960000,0.960000
healthcare_resource_allocation,0.50,0.533,M2,top1_acc,0.433000,0.496000,30,0.247811,0.618189
healthcare_resource_allocation,0.50,0.533,M2,target_rank_error,298.400000,0.757000,30,298.117363,298.682637
healthcare_resource_allocation,0.50,0.533,M3,spearman,0.348000,,1,0.348000,0.348000
healthcare_resource_allocation,0.50,0.533,M3,kendall,0.228000,,1,0.228000,0.228000
healthcare_resource_allocation,0.50,0.533,M3,top1_acc,0.000000,,1,0.000000,0.000000
healthcare_resource_allocation,0.50,0.533,M3,target_rank_error,299.000000,,1,299.000000,299.000000
healthcare_resource_allocation,0.50,0.533,M4,spearman,0.978000,0.001000,30,0.977627,0.978373
healthcare_resource_allocation,0.50,0.533,M4,kendall,0.949000,0.009000,30,0.945640,0.952360
healthcare_resource_allocation,0.50,0.533,M4,top1_acc,0.000000,0.000000,30,0.000000,0.000000
healthcare_resource_allocation,0.50,0.533,M4,target_rank_error,299.000000,0.000000,30,299.000000,299.000000
healthcare_resource_allocation,0.50,0.533,M5,spearman,0.978000,0.000000,30,0.978000,0.978000
healthcare_resource_allocation,0.50,0.533,M5,kendall,0.953000,0.000000,30,0.953000,0.953000
healthcare_resource_allocation,0.50,0.533,M5,top1_acc,0.000000,0.000000,30,0.000000,0.000000
healthcare_resource_allocation,0.50,0.533,M5,target_rank_error,299.000000,0.000000,30,299.000000,299.000000
healthcare_resource_allocation,0.50,0.533,M6,spearman,0.979000,0.000000,30,0.979000,0.979000
healthcare_resource_allocation,0.50,0.533,M6,kendall,0.960000,0.000000,30,0.960000,0.960000
healthcare_resource_allocation,0.50,0.533,M6,top1_acc,0.000000,0.000000,30,0.000000,0.000000
healthcare_resource_allocation,0.50,0.533,M6,target_rank_error,299.000000,0.000000,30,299.000000,299.000000
healthcare_resource_allocation,0.50,0.533,M7,spearman,0.999000,0.000000,30,0.999000,0.999000
healthcare_resource_allocation,0.50,0.533,M7,kendall,0.979000,0.000000,30,0.979000,0.979000
healthcare_resource_allocation,0.50,0.533,M7,top1_acc,1.000000,0.000000,30,1.000000,1.000000
healthcare_resource_allocation,0.50,0.533,M7,target_rank_error,0.000000,0.000000,30,0.000000,0.000000
healthcare_resource_allocation,0.60,0.600,M1,spearman,0.979000,,1,0.979000,0.979000
healthcare_resource_allocation,0.60,0.600,M1,kendall,0.959000,,1,0.959000,0.959000
healthcare_resource_allocation,0.60,0.600,M1,top1_acc,0.000000,,1,0.000000,0.000000
healthcare_resource_allocation,0.60,0.600,M1,target_rank_error,299.000000,,1,299.000000,299.000000
healthcare_resource_allocation,0.60,0.600,M2,spearman,0.979000,0.000000,30,0.979000,0.979000
healthcare_resource_allocation,0.60,0.600,M2,kendall,0.959000,0.000000,30,0.959000,0.959000
healthcare_resource_allocation,0.60,0.600,M2,top1_acc,0.000000,0.000000,30,0.000000,0.000000
healthcare_resource_allocation,0.60,0.600,M2,target_rank_error,299.000000,0.000000,30,299.000000,299.000000
healthcare_resource_allocation,0.60,0.600,M3,spearman,0.348000,,1,0.348000,0.348000
healthcare_resource_allocation,0.60,0.600,M3,kendall,0.228000,,1,0.228000,0.228000
healthcare_resource_allocation,0.60,0.600,M3,top1_acc,0.000000,,1,0.000000,0.000000
healthcare_resource_allocation,0.60,0.600,M3,target_rank_error,299.000000,,1,299.000000,299.000000
healthcare_resource_allocation,0.60,0.600,M4,spearman,0.956000,0.113000,30,0.913810,0.998190
healthcare_resource_allocation,0.60,0.600,M4,kendall,0.920000,0.129000,30,0.871836,0.968164
healthcare_resource_allocation,0.60,0.600,M4,top1_acc,0.000000,0.000000,30,0.000000,0.000000
healthcare_resource_allocation,0.60,0.600,M4,target_rank_error,299.000000,0.000000,30,299.000000,299.000000
healthcare_resource_allocation,0.60,0.600,M5,spearman,0.978000,0.000000,30,0.978000,0.978000
healthcare_resource_allocation,0.60,0.600,M5,kendall,0.954000,0.000000,30,0.954000,0.954000
healthcare_resource_allocation,0.60,0.600,M5,top1_acc,0.000000,0.000000,30,0.000000,0.000000
healthcare_resource_allocation,0.60,0.600,M5,target_rank_error,299.000000,0.000000,30,299.000000,299.000000
healthcare_resource_allocation,0.60,0.600,M6,spearman,0.978000,0.000000,30,0.978000,0.978000
healthcare_resource_allocation,0.60,0.600,M6,kendall,0.956000,0.001000,30,0.955627,0.956373
healthcare_resource_allocation,0.60,0.600,M6,top1_acc,0.000000,0.000000,30,0.000000,0.000000
healthcare_resource_allocation,0.60,0.600,M6,target_rank_error,299.000000,0.000000,30,299.000000,299.000000
healthcare_resource_allocation,0.60,0.600,M7,spearman,0.999000,0.000000,30,0.999000,0.999000
healthcare_resource_allocation,0.60,0.600,M7,kendall,0.978000,0.000000,30,0.978000,0.978000
healthcare_resource_allocation,0.60,0.600,M7,top1_acc,1.000000,0.000000,30,1.000000,1.000000
healthcare_resource_allocation,0.60,0.600,M7,target_rank_error,0.000000,0.000000,30,0.000000,0.000000
